id	name	kind
Gene::26043	UBXN7	Gene
Gene::260434	PYDC1	Gene
Gene::260436	FDCSP	Gene
Gene::26045	LRRTM2	Gene
Gene::26046	LTN1	Gene
Gene::26047	CNTNAP2	Gene
Gene::26048	ZNF500	Gene
Gene::26049	FAM169A	Gene
Gene::26050	SLITRK5	Gene
Gene::26051	PPP1R16B	Gene
Gene::26052	DNM3	Gene
Gene::26053	AUTS2	Gene
Gene::26054	SENP6	Gene
Gene::26056	RAB11FIP5	Gene
Gene::26057	ANKRD17	Gene
Gene::26058	GIGYF2	Gene
Gene::26059	ERC2	Gene
Gene::26060	APPL1	Gene
Gene::26061	HACL1	Gene
Gene::26063	DECR2	Gene
Gene::26064	RAI14	Gene
Gene::26065	LSM14A	Gene
Gene::26069	DKFZP586B0319	Gene
Gene::26071	FAM127B	Gene
Gene::26073	POLDIP2	Gene
Gene::26074	CFAP61	Gene
Gene::26083	TBC1D29	Gene
Gene::26084	ARHGEF26	Gene
Gene::26085	KLK13	Gene
Gene::26086	GPSM1	Gene
Gene::26088	GGA1	Gene
Gene::26090	ABHD12	Gene
Gene::26091	HERC4	Gene
Gene::26092	TOR1AIP1	Gene
Gene::26093	CCDC9	Gene
Gene::26094	DCAF4	Gene
Gene::26095	PTPN20	Gene
Gene::26097	CHTOP	Gene
Gene::26098	EDRF1	Gene
Gene::26099	SZRD1	Gene
Gene::26100	WIPI2	Gene
Gene::26101	DKFZP564M1462	Gene
Gene::26103	LRIT1	Gene
Gene::26105	DKFZP434C153	Gene
Gene::26106	DKFZP586K1520	Gene
Gene::26107	DKFZP547J0410	Gene
Gene::26108	PYGO1	Gene
Gene::26112	CCDC69	Gene
Gene::26115	TANC2	Gene
Gene::26118	WSB1	Gene
Gene::26119	LDLRAP1	Gene
Gene::26120	DKFZP564C152	Gene
Gene::26121	PRPF31	Gene
Gene::26122	EPC2	Gene
Gene::26123	TCTN3	Gene
Gene::26127	FGFR1OP2	Gene
Gene::26128	KIF1BP	Gene
Gene::26130	GAPVD1	Gene
Gene::26133	TRPC4AP	Gene
Gene::26135	SERBP1	Gene
Gene::26136	TES	Gene
Gene::26137	ZBTB20	Gene
Gene::26140	TTLL3	Gene
Gene::26145	IRF2BP1	Gene
Gene::26146	TRAF3IP1	Gene
Gene::26147	PHF19	Gene
Gene::26148	C10orf12	Gene
Gene::26149	ZNF658	Gene
Gene::2615	LRRC32	Gene
Gene::26150	RIBC2	Gene
Gene::26151	NAT9	Gene
Gene::26152	ZNF337	Gene
Gene::26153	KIF26A	Gene
Gene::26154	ABCA12	Gene
Gene::26155	NOC2L	Gene
Gene::26156	RSL1D1	Gene
Gene::26157	GIMAP2	Gene
Gene::26160	IFT172	Gene
Gene::26164	MTG2	Gene
Gene::26165	SPATA31A7	Gene
Gene::26166	RGS22	Gene
Gene::26167	PCDHB5	Gene
Gene::26168	SENP3	Gene
Gene::2617	GARS	Gene
Gene::261726	TIPRL	Gene
Gene::261729	STEAP2	Gene
Gene::26173	INTS1	Gene
Gene::261734	NPHP4	Gene
Gene::26175	TMEM251	Gene
Gene::2618	GART	Gene
Gene::26188	OR1C1	Gene
Gene::26189	OR1A2	Gene
Gene::2619	GAS1	Gene
Gene::26190	FBXW2	Gene
Gene::26191	PTPN22	Gene
Gene::262	AMD1	Gene
Gene::2620	GAS2	Gene
Gene::26205	GMEB2	Gene
Gene::26206	SPAG8	Gene
Gene::26207	PITPNC1	Gene
Gene::2621	GAS6	Gene
Gene::26211	OR2F1	Gene
Gene::26212	OR2B6	Gene
Gene::26219	OR1J4	Gene
Gene::2622	GAS8	Gene
Gene::26223	FBXL21	Gene
Gene::26224	FBXL3	Gene
Gene::26225	ARL5A	Gene
Gene::26227	PHGDH	Gene
Gene::26228	STAP1	Gene
Gene::26229	B3GAT3	Gene
Gene::2623	GATA1	Gene
Gene::26230	TIAM2	Gene
Gene::26231	LRRC29	Gene
Gene::26232	FBXO2	Gene
Gene::26233	FBXL6	Gene
Gene::26234	FBXL5	Gene
Gene::26235	FBXL4	Gene
Gene::26239	LCE2B	Gene
Gene::2624	GATA2	Gene
Gene::26240	FAM50B	Gene
Gene::26245	OR2M4	Gene
Gene::26246	OR2L2	Gene
Gene::26248	OR2K2	Gene
Gene::26249	KLHL3	Gene
Gene::2625	GATA3	Gene
Gene::26251	KCNG2	Gene
Gene::26253	CLEC4E	Gene
Gene::26254	OPTC	Gene
Gene::26256	CABYR	Gene
Gene::26257	NKX2-8	Gene
Gene::26258	BLOC1S6	Gene
Gene::26259	FBXW8	Gene
Gene::2626	GATA4	Gene
Gene::26260	FBXO25	Gene
Gene::26261	FBXO24	Gene
Gene::26262	TSPAN17	Gene
Gene::26263	FBXO22	Gene
Gene::26266	SLC13A4	Gene
Gene::26267	FBXO10	Gene
Gene::26268	FBXO9	Gene
Gene::26269	FBXO8	Gene
Gene::2627	GATA6	Gene
Gene::26270	FBXO6	Gene
Gene::26271	FBXO5	Gene
Gene::26272	FBXO4	Gene
Gene::26273	FBXO3	Gene
Gene::26275	HIBCH	Gene
Gene::26276	VPS33B	Gene
Gene::26277	TINF2	Gene
Gene::26278	SACS	Gene
Gene::26279	PLA2G2D	Gene
Gene::2628	GATM	Gene
Gene::26280	IL1RAPL2	Gene
Gene::26281	FGF20	Gene
Gene::26284	ERAL1	Gene
Gene::26285	CLDN17	Gene
Gene::26286	ARFGAP3	Gene
Gene::26287	ANKRD2	Gene
Gene::26289	AK5	Gene
Gene::2629	GBA	Gene
Gene::26290	GALNT8	Gene
Gene::26291	FGF21	Gene
Gene::26292	MYCBP	Gene
Gene::26297	SERGEF	Gene
Gene::26298	EHF	Gene
Gene::26301	GBGT1	Gene
Gene::2631	GBAS	Gene
Gene::2632	GBE1	Gene
Gene::2633	GBP1	Gene
Gene::26330	GAPDHS	Gene
Gene::26333	OR7A17	Gene
Gene::26338	OR5L2	Gene
Gene::26339	OR5K1	Gene
Gene::2634	GBP2	Gene
Gene::26341	OR5H1	Gene
Gene::2635	GBP3	Gene
Gene::26353	HSPB8	Gene
Gene::26354	GNL3	Gene
Gene::26355	FAM162A	Gene
Gene::2636	GBX1	Gene
Gene::2637	GBX2	Gene
Gene::2638	GC	Gene
Gene::2639	GCDH	Gene
Gene::2641	GCG	Gene
Gene::2642	GCGR	Gene
Gene::2643	GCH1	Gene
Gene::2644	GCHFR	Gene
Gene::2645	GCK	Gene
Gene::2646	GCKR	Gene
Gene::26468	LHX6	Gene
Gene::26469	PTPN18	Gene
Gene::2647	BLOC1S1	Gene
Gene::26470	SEZ6L2	Gene
Gene::26471	NUPR1	Gene
Gene::26472	PPP1R14B	Gene
Gene::26476	OR10J1	Gene
Gene::2648	KAT2A	Gene
Gene::2649	NR6A1	Gene
Gene::26492	OR8G2	Gene
Gene::26493	OR8B8	Gene
Gene::26494	OR8G1	Gene
Gene::26496	OR10A3	Gene
Gene::26499	PLEK2	Gene
Gene::265	AMELX	Gene
Gene::2650	GCNT1	Gene
Gene::26502	NARF	Gene
Gene::26503	SLC17A5	Gene
Gene::26504	CNNM4	Gene
Gene::26505	CNNM3	Gene
Gene::26507	CNNM1	Gene
Gene::26508	HEYL	Gene
Gene::26509	MYOF	Gene
Gene::2651	GCNT2	Gene
Gene::26511	CHIC2	Gene
Gene::26512	INTS6	Gene
Gene::26515	TIMM10B	Gene
Gene::26517	TIMM13	Gene
Gene::26519	TIMM10	Gene
Gene::2652	OPN1MW	Gene
Gene::26520	TIMM9	Gene
Gene::26521	TIMM8B	Gene
Gene::26523	AGO1	Gene
Gene::26524	LATS2	Gene
Gene::26525	IL36RN	Gene
Gene::26526	TSPAN16	Gene
Gene::26528	DAZAP1	Gene
Gene::26529	OR12D2	Gene
Gene::2653	GCSH	Gene
Gene::26531	OR11A1	Gene
Gene::26532	OR10H3	Gene
Gene::26533	OR10G3	Gene
Gene::26534	OR10G2	Gene
Gene::26538	OR10H2	Gene
Gene::26539	OR10H1	Gene
Gene::26548	ITGB1BP2	Gene
Gene::2657	GDF1	Gene
Gene::26574	AATF	Gene
Gene::26575	RGS17	Gene
Gene::26576	SRPK3	Gene
Gene::26577	PCOLCE2	Gene
Gene::26578	OSTF1	Gene
Gene::26579	MYEOV	Gene
Gene::2658	GDF2	Gene
Gene::26580	BSCL2	Gene
Gene::26581	DUX5	Gene
Gene::26582	DUX3	Gene
Gene::26584	DUX1	Gene
Gene::26585	GREM1	Gene
Gene::26586	CKAP2	Gene
Gene::26589	MRPL46	Gene
Gene::26595	OR8B2	Gene
Gene::266	AMELY	Gene
Gene::2660	MSTN	Gene
Gene::26608	TBL2	Gene
Gene::26609	VCX	Gene
Gene::2661	GDF9	Gene
Gene::26610	ELP4	Gene
Gene::2662	GDF10	Gene
Gene::2664	GDI1	Gene
Gene::26648	OR7E24	Gene
Gene::2665	GDI2	Gene
Gene::266553	OFCC1	Gene
Gene::26658	OR7C2	Gene
Gene::26659	OR7A5	Gene
Gene::266629	SEC14L3	Gene
Gene::26664	OR7C1	Gene
Gene::266665	TAS2R33	Gene
Gene::266666	TAS2R36	Gene
Gene::266667	TAS2R37	Gene
Gene::266675	BEST4	Gene
Gene::266722	HS6ST3	Gene
Gene::266727	MDGA1	Gene
Gene::266740	MAGEA2B	Gene
Gene::266743	NPAS4	Gene
Gene::266747	RGL4	Gene
Gene::2668	GDNF	Gene
Gene::266811	NPSA	Gene
Gene::266812	NAP1L5	Gene
Gene::26682	OR4F4	Gene
Gene::26683	OR4F3	Gene
Gene::26686	OR4E2	Gene
Gene::26689	OR4D1	Gene
Gene::2669	GEM	Gene
Gene::266918	D21S2090E	Gene
Gene::26692	OR2W1	Gene
Gene::26693	OR2V1	Gene
Gene::26696	OR2T1	Gene
Gene::266977	ADGRF1	Gene
Gene::267	AMFR	Gene
Gene::2670	GFAP	Gene
Gene::267002	PGBD2	Gene
Gene::267004	PGBD3	Gene
Gene::267012	DAOA	Gene
Gene::267020	ATP5L2	Gene
Gene::26707	OR2J2	Gene
Gene::2671	GFER	Gene
Gene::26716	OR2H1	Gene
Gene::2672	GFI1	Gene
Gene::2673	GFPT1	Gene
Gene::26735	OR1L3	Gene
Gene::26737	OR1L1	Gene
Gene::2674	GFRA1	Gene
Gene::26740	OR1J2	Gene
Gene::26747	NUFIP1	Gene
Gene::26748	GAGE12I	Gene
Gene::26749	GAGE2E	Gene
Gene::2675	GFRA2	Gene
Gene::26750	RPS6KC1	Gene
Gene::26751	SH3YL1	Gene
Gene::2676	GFRA3	Gene
Gene::26762	HAVCR1	Gene
Gene::2677	GGCX	Gene
Gene::2678	GGT1	Gene
Gene::268	AMH	Gene
Gene::2683	B4GALT1	Gene
Gene::2686	GGT7	Gene
Gene::2687	GGT5	Gene
Gene::26872	STEAP1	Gene
Gene::26873	OPLAH	Gene
Gene::2688	GH1	Gene
Gene::2689	GH2	Gene
Gene::269	AMHR2	Gene
Gene::2690	GHR	Gene
Gene::2691	GHRH	Gene
Gene::2692	GHRHR	Gene
Gene::2693	GHSR	Gene
Gene::2694	GIF	Gene
Gene::2695	GIP	Gene
Gene::26952	SMR3A	Gene
Gene::26953	RANBP6	Gene
Gene::26958	COPG2	Gene
Gene::26959	HBP1	Gene
Gene::2696	GIPR	Gene
Gene::26960	NBEA	Gene
Gene::2697	GJA1	Gene
Gene::26973	CHORDC1	Gene
Gene::26974	ZNF285	Gene
Gene::26984	SEC22A	Gene
Gene::26985	AP3M1	Gene
Gene::26986	PABPC1	Gene
Gene::26993	AKAP8L	Gene
Gene::26994	RNF11	Gene
Gene::26995	TRUB2	Gene
Gene::26996	GPR160	Gene
Gene::26998	FETUB	Gene
Gene::26999	CYFIP2	Gene
Gene::27	ABL2	Gene
Gene::270	AMPD1	Gene
Gene::2700	GJA3	Gene
Gene::27000	DNAJC2	Gene
Gene::27005	USP21	Gene
Gene::27006	FGF22	Gene
Gene::2701	GJA4	Gene
Gene::27010	TPK1	Gene
Gene::27012	KCNV1	Gene
Gene::27013	CNPPD1	Gene
Gene::27018	NGFRAP1	Gene
Gene::27019	DNAI1	Gene
Gene::2702	GJA5	Gene
Gene::27020	NPTN	Gene
Gene::27022	FOXD3	Gene
Gene::27023	FOXB1	Gene
Gene::2703	GJA8	Gene
Gene::27030	MLH3	Gene
Gene::27031	NPHP3	Gene
Gene::27032	ATP2C1	Gene
Gene::27033	ZBTB32	Gene
Gene::27034	ACAD8	Gene
Gene::27035	NOX1	Gene
Gene::27036	SIGLEC7	Gene
Gene::27037	TRMT2A	Gene
Gene::27039	PKD2L2	Gene
Gene::27040	LAT	Gene
Gene::27042	DIEXF	Gene
Gene::27043	PELP1	Gene
Gene::27044	SND1	Gene
Gene::2705	GJB1	Gene
Gene::2706	GJB2	Gene
Gene::27063	ANKRD1	Gene
Gene::27065	NSG1	Gene
Gene::27067	STAU2	Gene
Gene::27068	PPA2	Gene
Gene::27069	GHITM	Gene
Gene::2707	GJB3	Gene
Gene::27071	DAPP1	Gene
Gene::27072	VPS41	Gene
Gene::27074	LAMP3	Gene
Gene::27075	TSPAN13	Gene
Gene::27076	LYPD3	Gene
Gene::27077	B9D1	Gene
Gene::27079	RPUSD2	Gene
Gene::27085	MTBP	Gene
Gene::27086	FOXP1	Gene
Gene::27087	B3GAT1	Gene
Gene::27089	UQCRQ	Gene
Gene::2709	GJB5	Gene
Gene::27090	ST6GALNAC4	Gene
Gene::27091	CACNG5	Gene
Gene::27092	CACNG4	Gene
Gene::27094	KCNMB3	Gene
Gene::27095	TRAPPC3	Gene
Gene::27097	TAF5L	Gene
Gene::27098	CLUL1	Gene
Gene::271	AMPD2	Gene
Gene::2710	GK	Gene
Gene::27101	CACYBP	Gene
Gene::27102	EIF2AK1	Gene
Gene::27106	ARRDC2	Gene
Gene::27107	ZBTB11	Gene
Gene::27109	ATP5S	Gene
Gene::27111	SDCBP2	Gene
Gene::27112	FAM155B	Gene
Gene::27113	BBC3	Gene
Gene::27115	PDE7B	Gene
Gene::2712	GK2	Gene
Gene::27120	DKKL1	Gene
Gene::27121	DKK4	Gene
Gene::27122	DKK3	Gene
Gene::27123	DKK2	Gene
Gene::27124	INPP5J	Gene
Gene::27125	AFF4	Gene
Gene::27127	SMC1B	Gene
Gene::27128	CYTH4	Gene
Gene::27129	HSPB7	Gene
Gene::27130	INVS	Gene
Gene::27131	SNX5	Gene
Gene::27132	CPNE7	Gene
Gene::27133	KCNH5	Gene
Gene::27134	TJP3	Gene
Gene::27136	MORC1	Gene
Gene::27141	CIDEB	Gene
Gene::27143	PALD1	Gene
Gene::27145	FILIP1	Gene
Gene::27146	FAM184B	Gene
Gene::27147	DENND2A	Gene
Gene::27148	STK36	Gene
Gene::27151	CPAMD8	Gene
Gene::27152	INTU	Gene
Gene::27153	ZNF777	Gene
Gene::27154	BRPF3	Gene
Gene::27156	RSPH14	Gene
Gene::27158	NDOR1	Gene
Gene::27159	CHIA	Gene
Gene::27161	AGO2	Gene
Gene::27163	NAAA	Gene
Gene::27164	SALL3	Gene
Gene::27165	GLS2	Gene
Gene::27166	PRELID1	Gene
Gene::2717	GLA	Gene
Gene::27173	SLC39A1	Gene
Gene::27175	TUBG2	Gene
Gene::27177	IL36B	Gene
Gene::27178	IL37	Gene
Gene::27179	IL36A	Gene
Gene::27180	SIGLEC9	Gene
Gene::27181	SIGLEC8	Gene
Gene::27183	VPS4A	Gene
Gene::27185	DISC1	Gene
Gene::27189	IL17C	Gene
Gene::2719	GPC3	Gene
Gene::27190	IL17B	Gene
Gene::27197	GPR82	Gene
Gene::27198	HCAR1	Gene
Gene::27199	OXGR1	Gene
Gene::272	AMPD3	Gene
Gene::2720	GLB1	Gene
Gene::27201	GPR78	Gene
Gene::27202	C5AR2	Gene
Gene::27229	TUBGCP4	Gene
Gene::27230	SERP1	Gene
Gene::27231	NMRK2	Gene
Gene::27232	GNMT	Gene
Gene::27233	SULT1C4	Gene
Gene::27235	COQ2	Gene
Gene::27236	ARFIP1	Gene
Gene::27237	ARHGEF16	Gene
Gene::27238	GPKOW	Gene
Gene::27239	GPR162	Gene
Gene::27240	SIT1	Gene
Gene::27241	BBS9	Gene
Gene::27242	TNFRSF21	Gene
Gene::27243	CHMP2A	Gene
Gene::27244	SESN1	Gene
Gene::27245	AHDC1	Gene
Gene::27246	RNF115	Gene
Gene::27247	NFU1	Gene
Gene::27248	ERLEC1	Gene
Gene::27249	MMADHC	Gene
Gene::27250	PDCD4	Gene
Gene::27252	KLHL20	Gene
Gene::27253	PCDH17	Gene
Gene::27254	CSDC2	Gene
Gene::27255	CNTN6	Gene
Gene::27257	LSM1	Gene
Gene::27258	LSM3	Gene
Gene::27283	TINAG	Gene
Gene::27284	SULT1B1	Gene
Gene::27285	TEKT2	Gene
Gene::27286	SRPX2	Gene
Gene::27287	VENTX	Gene
Gene::27288	RBMXL2	Gene
Gene::27289	RND1	Gene
Gene::2729	GCLC	Gene
Gene::27290	SPINK4	Gene
Gene::27291	R3HCC1L	Gene
Gene::27292	DIMT1	Gene
Gene::27293	SMPDL3B	Gene
Gene::27294	DHDH	Gene
Gene::27295	PDLIM3	Gene
Gene::27296	TP53TG5	Gene
Gene::27297	CRCP	Gene
Gene::27299	ADAMDEC1	Gene
Gene::273	AMPH	Gene
Gene::2730	GCLM	Gene
Gene::27300	ZNF544	Gene
Gene::27301	APEX2	Gene
Gene::27302	BMP10	Gene
Gene::27303	RBMS3	Gene
Gene::27304	MOCS3	Gene
Gene::27306	HPGDS	Gene
Gene::27309	ZNF330	Gene
Gene::2731	GLDC	Gene
Gene::27314	RAB30	Gene
Gene::27315	PGAP2	Gene
Gene::27316	RBMX	Gene
Gene::27319	BHLHE22	Gene
Gene::27324	TOX3	Gene
Gene::27327	TNRC6A	Gene
Gene::27328	PCDH11X	Gene
Gene::27329	ANGPTL3	Gene
Gene::2733	GLE1	Gene
Gene::27330	RPS6KA6	Gene
Gene::27332	ZNF638	Gene
Gene::27333	GOLIM4	Gene
Gene::27334	P2RY10	Gene
Gene::27335	EIF3K	Gene
Gene::27336	HTATSF1	Gene
Gene::27338	UBE2S	Gene
Gene::27339	PRPF19	Gene
Gene::2734	GLG1	Gene
Gene::27340	UTP20	Gene
Gene::27341	RRP7A	Gene
Gene::27342	RABGEF1	Gene
Gene::27343	POLL	Gene
Gene::27344	PCSK1N	Gene
Gene::27345	KCNMB4	Gene
Gene::27346	TMEM97	Gene
Gene::27347	STK39	Gene
Gene::27348	TOR1B	Gene
Gene::27349	MCAT	Gene
Gene::2735	GLI1	Gene
Gene::27350	APOBEC3C	Gene
Gene::27351	DESI1	Gene
Gene::27352	SGSM3	Gene
Gene::2736	GLI2	Gene
Gene::2737	GLI3	Gene
Gene::2738	GLI4	Gene
Gene::2739	GLO1	Gene
Gene::274	BIN1	Gene
Gene::2740	GLP1R	Gene
Gene::2741	GLRA1	Gene
Gene::2742	GLRA2	Gene
Gene::27429	HTRA2	Gene
Gene::2743	GLRB	Gene
Gene::27430	MAT2B	Gene
Gene::27433	TOR2A	Gene
Gene::27434	POLM	Gene
Gene::27436	EML4	Gene
Gene::27439	CECR6	Gene
Gene::2744	GLS	Gene
Gene::27440	CECR5	Gene
Gene::27443	CECR2	Gene
Gene::27445	PCLO	Gene
Gene::2745	GLRX	Gene
Gene::2746	GLUD1	Gene
Gene::2747	GLUD2	Gene
Gene::275	AMT	Gene
Gene::2752	GLUL	Gene
Gene::276	AMY1A	Gene
Gene::2760	GM2A	Gene
Gene::2762	GMDS	Gene
Gene::2763	GMFA	Gene
Gene::2764	GMFB	Gene
Gene::2765	GML	Gene
Gene::2766	GMPR	Gene
Gene::2767	GNA11	Gene
Gene::2768	GNA12	Gene
Gene::2769	GNA15	Gene
Gene::277	AMY1B	Gene
Gene::2770	GNAI1	Gene
Gene::2771	GNAI2	Gene
Gene::2773	GNAI3	Gene
Gene::2774	GNAL	Gene
Gene::2775	GNAO1	Gene
Gene::2776	GNAQ	Gene
Gene::2778	GNAS	Gene
Gene::2779	GNAT1	Gene
Gene::278	AMY1C	Gene
Gene::2780	GNAT2	Gene
Gene::2781	GNAZ	Gene
Gene::2782	GNB1	Gene
Gene::2783	GNB2	Gene
Gene::2784	GNB3	Gene
Gene::2785	GNG3	Gene
Gene::2786	GNG4	Gene
Gene::2787	GNG5	Gene
Gene::2788	GNG7	Gene
Gene::279	AMY2A	Gene
Gene::2790	GNG10	Gene
Gene::2791	GNG11	Gene
Gene::2792	GNGT1	Gene
Gene::2793	GNGT2	Gene
Gene::2794	GNL1	Gene
Gene::2796	GNRH1	Gene
Gene::2797	GNRH2	Gene
Gene::2798	GNRHR	Gene
Gene::2799	GNS	Gene
Gene::28	ABO	Gene
Gene::280	AMY2B	Gene
Gene::2800	GOLGA1	Gene
Gene::2801	GOLGA2	Gene
Gene::2802	GOLGA3	Gene
Gene::2803	GOLGA4	Gene
Gene::2804	GOLGB1	Gene
Gene::2805	GOT1	Gene
Gene::2806	GOT2	Gene
Gene::280636	C11orf31	Gene
Gene::280658	SSX7	Gene
Gene::280664	WFDC10B	Gene
Gene::2810	SFN	Gene
Gene::2811	GP1BA	Gene
Gene::2812	GP1BB	Gene
Gene::2813	GP2	Gene
Gene::2814	GP5	Gene
Gene::2815	GP9	Gene
Gene::2817	GPC1	Gene
Gene::2819	GPD1	Gene
Gene::2820	GPD2	Gene
Gene::2821	GPI	Gene
Gene::2822	GPLD1	Gene
Gene::28227	PPP2R3B	Gene
Gene::2823	GPM6A	Gene
Gene::28231	SLCO4A1	Gene
Gene::28232	SLCO3A1	Gene
Gene::28234	SLCO1B3	Gene
Gene::2824	GPM6B	Gene
Gene::2825	GPR1	Gene
Gene::2826	CCR10	Gene
Gene::282616	IFNL2	Gene
Gene::282617	IFNL3	Gene
Gene::282618	IFNL1	Gene
Gene::282679	AQP11	Gene
Gene::2827	GPR3	Gene
Gene::282763	OR51B5	Gene
Gene::282770	OR10AG1	Gene
Gene::282775	OR5J2	Gene
Gene::2828	GPR4	Gene
Gene::282808	RAB40AL	Gene
Gene::282809	POC1B	Gene
Gene::282890	ZNF311	Gene
Gene::2829	XCR1	Gene
Gene::282966	C10orf53	Gene
Gene::282969	FUOM	Gene
Gene::282973	JAKMIP3	Gene
Gene::282974	STK32C	Gene
Gene::282991	BLOC1S2	Gene
Gene::282996	RBM20	Gene
Gene::283	ANG	Gene
Gene::2830	GPR6	Gene
Gene::283075	LOC283075	Gene
Gene::283078	MKX	Gene
Gene::283080	C10orf126	Gene
Gene::283092	OR4C13	Gene
Gene::283093	OR4C12	Gene
Gene::2831	NPBWR1	Gene
Gene::283106	CSNK2A3	Gene
Gene::283111	OR51V1	Gene
Gene::283112	LOC283112	Gene
Gene::283116	TRIM49B	Gene
Gene::283129	C11orf85	Gene
Gene::283130	SLC25A45	Gene
Gene::283149	BCL9L	Gene
Gene::283150	FOXR1	Gene
Gene::283152	CCDC153	Gene
Gene::283159	OR8D1	Gene
Gene::28316	CDH20	Gene
Gene::283160	OR8D2	Gene
Gene::283162	OR8B4	Gene
Gene::283171	C11orf44	Gene
Gene::283189	OR9G4	Gene
Gene::2832	NPBWR2	Gene
Gene::283208	P4HA3	Gene
Gene::283209	PGM2L1	Gene
Gene::283212	KLHL35	Gene
Gene::283219	KCTD21	Gene
Gene::283229	CRACR2B	Gene
Gene::283232	TMEM80	Gene
Gene::283234	CCDC88B	Gene
Gene::283237	TTC9C	Gene
Gene::283238	SLC22A24	Gene
Gene::283248	RCOR2	Gene
Gene::283254	HARBI1	Gene
Gene::283270	LOC283270	Gene
Gene::283278	LOC283278	Gene
Gene::283284	IGSF22	Gene
Gene::283297	OR10A4	Gene
Gene::283298	OLFML1	Gene
Gene::2833	CXCR3	Gene
Gene::283310	OTOGL	Gene
Gene::283316	CD163L1	Gene
Gene::283337	ZNF740	Gene
Gene::283349	RASSF3	Gene
Gene::283357	LOC283357	Gene
Gene::283358	B4GALNT3	Gene
Gene::283365	OR6C6	Gene
Gene::283372	FLJ25613	Gene
Gene::283373	ANKRD52	Gene
Gene::283375	SLC39A5	Gene
Gene::283377	SPRYD4	Gene
Gene::283383	ADGRD1	Gene
Gene::283385	MORN3	Gene
Gene::2834	PRLHR	Gene
Gene::283403	C12orf80	Gene
Gene::283417	DPY19L2	Gene
Gene::283420	CLEC9A	Gene
Gene::283431	GAS2L3	Gene
Gene::283446	MYO1H	Gene
Gene::283450	HECTD4	Gene
Gene::283454	LOC283454	Gene
Gene::283455	KSR2	Gene
Gene::283459	GATC	Gene
Gene::283461	C12orf40	Gene
Gene::283463	MUC19	Gene
Gene::283464	GXYLT1	Gene
Gene::283471	TMPRSS12	Gene
Gene::283475	LOC283475	Gene
Gene::283484	LOC283484	Gene
Gene::283485	LOC283485	Gene
Gene::283489	CHAMP1	Gene
Gene::2835	GPR12	Gene
Gene::283514	SIAH3	Gene
Gene::283516	LOC283516	Gene
Gene::283518	KCNRG	Gene
Gene::283537	SLC46A3	Gene
Gene::283554	GPR137C	Gene
Gene::283571	PROX2	Gene
Gene::283576	ZDHHC22	Gene
Gene::283578	TMED8	Gene
Gene::283579	C14orf178	Gene
Gene::283598	C14orf177	Gene
Gene::283600	SLC25A47	Gene
Gene::283629	TSSK4	Gene
Gene::283635	FAM177A1	Gene
Gene::283638	CEP170B	Gene
Gene::283643	C14orf80	Gene
Gene::283652	SLC24A5	Gene
Gene::283659	PRTG	Gene
Gene::283665	LOC283665	Gene
Gene::283674	LOC283674	Gene
Gene::283677	REC114	Gene
Gene::283685	GOLGA6L2	Gene
Gene::283694	OR4N4	Gene
Gene::2837	UTS2R	Gene
Gene::283710	LOC283710	Gene
Gene::283713	LOC283713	Gene
Gene::283726	SAXO2	Gene
Gene::283728	LOC283728	Gene
Gene::283737	LOC283737	Gene
Gene::283742	FAM98B	Gene
Gene::283745	LOC283745	Gene
Gene::283748	PLA2G4D	Gene
Gene::283767	GOLGA6L1	Gene
Gene::283777	FAM169B	Gene
Gene::2838	GPR15	Gene
Gene::283807	FBXL22	Gene
Gene::283820	NOMO2	Gene
Gene::283847	CCDC79	Gene
Gene::283848	CES4A	Gene
Gene::283849	EXOC3L1	Gene
Gene::283869	NPW	Gene
Gene::283870	BRICD5	Gene
Gene::283871	PGP	Gene
Gene::283897	C16orf54	Gene
Gene::283899	INO80E	Gene
Gene::283911	LOC283911	Gene
Gene::283927	NUDT7	Gene
Gene::283933	ZNF843	Gene
Gene::283948	NHLRC4	Gene
Gene::283951	C16orf91	Gene
Gene::283953	TMEM114	Gene
Gene::283971	CLEC18C	Gene
Gene::283985	FADS6	Gene
Gene::283987	HID1	Gene
Gene::283989	TSEN54	Gene
Gene::283991	UBALD2	Gene
Gene::283999	TMEM235	Gene
Gene::284	ANGPT1	Gene
Gene::2840	GPR17	Gene
Gene::284001	CCDC57	Gene
Gene::284004	HEXDC	Gene
Gene::284013	VMO1	Gene
Gene::284018	C17orf58	Gene
Gene::284021	MILR1	Gene
Gene::284040	CDRT4	Gene
Gene::284048	LOC284048	Gene
Gene::284058	KANSL1	Gene
Gene::284067	C17orf105	Gene
Gene::284069	FAM171A2	Gene
Gene::284071	C17orf104	Gene
Gene::284076	TTLL6	Gene
Gene::284083	C17orf47	Gene
Gene::284086	NEK8	Gene
Gene::284098	PIGW	Gene
Gene::284099	C17orf78	Gene
Gene::2841	GPR18	Gene
Gene::284106	CISD3	Gene
Gene::284108	LOC284108	Gene
Gene::284110	GSDMA	Gene
Gene::284111	SLC13A5	Gene
Gene::284112	LOC284112	Gene
Gene::284114	TMEM102	Gene
Gene::284119	PTRF	Gene
Gene::284129	SLC26A11	Gene
Gene::284131	ENDOV	Gene
Gene::284161	GDPD1	Gene
Gene::284184	C17orf89	Gene
Gene::284186	TMEM105	Gene
Gene::284194	LGALS9B	Gene
Gene::2842	GPR19	Gene
